class,PC1,PC2
2,0.9574553638036413,-2.223528434667459
2,2.5438651841995528,0.16927402279974207
2,-0.543952588776228,-0.3689265458773166
2,1.0310497503881486,-2.5655693487335207
2,2.251909422148124,-1.432741380354253
2,1.4102160153374594,-2.1661917693703825
2,0.7977197926930408,-2.3769488030818593
2,-0.5495317266494643,-2.293128643245624
2,-0.1611737399485444,-1.1644833215600152
2,-0.6597949416843597,-2.679961185989632
2,0.3923544081850827,-2.0987317087655346
2,-1.7724990779600336,-1.7172884693761414
2,-0.36626735735206417,-2.1693532978292804
2,-1.620672572787479,-1.355583388025956
2,0.08253578349332812,-2.3062345877483224
2,1.5782750709323823,-1.4620342902048158
2,1.4205692478240164,-1.4182066376337483
2,-0.2787027536488541,-1.9305680886704657
2,-1.3031449662482797,-0.7631723136577929
2,-0.45707186565262337,-2.2694156075896736
2,-0.49418584704437407,-1.9390450494868314
2,0.48207440977309424,-3.871783848407238
2,-0.25288887765319923,-2.8214923747015903
2,-0.10722763772912304,-1.9289220425669564
2,-2.433012602550218,-1.2571410404943912
2,-0.5510895391746504,-2.22216155077662
2,0.7396219285682225,-1.4089566673657121
2,1.3363217334183308,0.253336931168303
2,-1.177086996247772,-0.6639668398015719
2,-0.46233500801967914,-0.6182881794850416
2,0.9784740793566485,-1.4455704988958265
2,-0.09680972631598485,-2.109997993135224
2,0.03848714594902552,-1.2667621091578838
2,-1.5971585012074705,-1.2081435741284863
2,-0.4795649160831248,-1.9388406603940458
2,-1.7928334730311435,-1.1502881044421054
3,-1.3271016561416014,0.170389232049029
3,-2.38450083474353,0.3745826055246934
3,-2.936940102146613,0.2638618300683801
3,-2.1468111338160636,0.36825495188646074
3,-2.369869488333041,-0.4596348092311659
3,-3.063841568720354,0.3534128354584022
3,-3.915753783711889,0.15458251944173085
3,-3.9364633907159625,0.6596872334097797
3,-3.0942761177622757,0.3488427592737956
3,-2.374471628006922,0.29198035155999263
3,-2.7788129476325127,0.2868048728821734
3,-2.2865612847384695,0.37250784468529824
3,-2.9856334874494657,0.48921790834701107
3,-2.3751946982271086,0.48233371724487684
3,-2.209865525595872,1.1600525041576415
3,-2.625621004692721,0.5631607642108342
3,-4.2806387787510864,0.6496709640237055
3,-3.5826413720011043,1.2727027497272987
3,-2.8070637200816586,1.5705337870411955
3,-2.8996593330239118,2.0410570079384627
3,-2.3207369765492043,2.3563660755566724
3,-2.5498309472261362,2.0452830910195217
3,-1.812541284842298,1.5276459462687497
3,-2.7601446419239504,2.13893234764261
3,-2.7371505006679904,0.4098862708817905
3,-3.604868868183425,1.8023842175839642
3,-2.8898259968735065,1.9252186131303408
3,-3.392156076835721,1.3118763884735927
3,-1.0481818968536785,3.515089691219727
3,-1.6099122828479355,2.406638159574325
3,-3.1431309667439744,0.7381610441757955
3,-2.2401568962695433,1.1754652881188634
3,-2.8476737761195197,0.5560439658826724
3,-2.597497056648764,0.6979655372009189
3,-2.9492993731348447,1.555308964283982
3,-3.530032266349312,0.8825267962042351
3,-2.4061105404785526,2.592356175042394
3,-2.9290847269674556,1.2744469479044804
3,-2.18141277881262,2.077537312734513
3,-2.380927787135639,2.5886674324185868
3,-3.211617215041247,-0.2512491044255918
3,-3.6779187209738167,0.847747844149762
3,-2.4655557980404494,2.193798303654092
3,-3.3705241454428614,2.2162891398611335
3,-2.6019558512247376,1.757229350979273
3,-2.677839460864502,2.760899131674543
3,-2.38701709127972,2.2973466797128164
3,-3.208758164198022,2.7689195660475714
